datetime,symbol,open,high,low,close,volume
2021-05-01 02:00:00,CRYPTO:XRPUSD,1.60048,1.66847,1.52052,1.65405,0.0
2021-05-02 02:00:00,CRYPTO:XRPUSD,1.65535,1.65949,1.52543,1.56218,0.0
2021-05-03 02:00:00,CRYPTO:XRPUSD,1.56192,1.6233,1.48339,1.55568,0.0
2021-05-04 02:00:00,CRYPTO:XRPUSD,1.5569,1.55919,1.3227,1.38933,0.0
2021-05-05 02:00:00,CRYPTO:XRPUSD,1.3889,1.62857,1.36863,1.61649,0.0
2021-05-06 02:00:00,CRYPTO:XRPUSD,1.61695,1.76661,1.5325,1.60413,0.0
2021-05-07 02:00:00,CRYPTO:XRPUSD,1.60464,1.69484,1.50584,1.58217,0.0
2021-05-08 02:00:00,CRYPTO:XRPUSD,1.58202,1.62968,1.54275,1.56556,0.0
2021-05-09 02:00:00,CRYPTO:XRPUSD,1.56544,1.59894,1.4361,1.53656,0.0
2021-05-10 02:00:00,CRYPTO:XRPUSD,1.53692,1.62942,1.2224,1.39199,0.0
2021-05-11 02:00:00,CRYPTO:XRPUSD,1.39211,1.49044,1.35474,1.48111,0.0
2021-05-12 02:00:00,CRYPTO:XRPUSD,1.48088,1.54855,1.23562,1.26562,0.0
2021-05-13 02:00:00,CRYPTO:XRPUSD,1.26574,1.3908,1.19145,1.36568,0.0
2021-05-14 02:00:00,CRYPTO:XRPUSD,1.36586,1.4508,1.3241,1.40319,0.0
2021-05-15 02:00:00,CRYPTO:XRPUSD,1.40211,1.58619,1.32278,1.49103,0.0
2021-05-16 02:00:00,CRYPTO:XRPUSD,1.49268,1.61341,1.33974,1.45082,0.0
2021-05-17 02:00:00,CRYPTO:XRPUSD,1.4508,1.56461,1.32568,1.49638,0.0
2021-05-18 02:00:00,CRYPTO:XRPUSD,1.49681,1.70553,1.47304,1.59178,0.0
2021-05-19 02:00:00,CRYPTO:XRPUSD,1.59203,1.6459,0.93677,1.0617,0.0
2021-05-20 02:00:00,CRYPTO:XRPUSD,1.06245,1.2712,0.92311,1.1827,0.0
2021-05-21 02:00:00,CRYPTO:XRPUSD,1.18267,1.22201,0.86742,1.0091,0.0
2021-05-22 02:00:00,CRYPTO:XRPUSD,1.00812,1.01812,0.82007,0.90643,0.0
2021-05-23 02:00:00,CRYPTO:XRPUSD,0.90654,0.96818,0.64993,0.79208,0.0
2021-05-24 02:00:00,CRYPTO:XRPUSD,0.79233,0.99962,0.7555,0.99527,0.0
2021-05-25 02:00:00,CRYPTO:XRPUSD,0.99471,1.06035,0.88253,0.97552,0.0
2021-05-26 02:00:00,CRYPTO:XRPUSD,0.9764,1.07084,0.94842,1.03381,0.0
2021-05-27 02:00:00,CRYPTO:XRPUSD,1.03345,1.04401,0.93396,0.97332,0.0
2021-05-28 02:00:00,CRYPTO:XRPUSD,0.97449,0.98556,0.84614,0.89987,0.0
2021-05-29 02:00:00,CRYPTO:XRPUSD,0.89948,0.94206,0.79415,0.83214,0.0
2021-05-30 02:00:00,CRYPTO:XRPUSD,0.83225,0.93438,0.79896,0.90656,0.0
2021-05-31 02:00:00,CRYPTO:XRPUSD,0.90615,1.05077,0.88087,1.0428,0.0
